t,pressure,temperature,density
0.0027190000000000365,101325.0,488.57194169082726,0.7226137040657512
0.0027200000000000366,101325.0,488.6547288793359,0.7224912798807349
0.0027210000000000368,101325.0,488.73752636507373,0.722368881950937
0.002722000000000037,101325.0,488.8203341483058,0.7222465102703595
0.002723000000000037,101325.0,488.9031522292968,0.7221241648330058
0.002724000000000037,101325.0,488.985980608311,0.7220018456328814
0.0027250000000000373,101325.0,489.06881928561256,0.7218795526639923
0.0027260000000000374,101325.0,489.1516682614651,0.7217572859203468
0.0027270000000000376,101325.0,489.23452753613185,0.7216350453959546
0.0027280000000000377,101325.0,489.31739710987586,0.7215128310848266
0.002729000000000038,101325.0,489.4002769829597,0.7213906429809755
0.002730000000000038,101325.0,489.48316715564573,0.7212684810784158
0.002731000000000038,101325.0,489.56606762819575,0.7211463453711627
0.0027320000000000382,101325.0,489.64897840087144,0.7210242358532337
0.0027330000000000384,101325.0,489.731899473934,0.7209021525186474
0.0027340000000000385,101325.0,489.81483084764426,0.7207800953614242
0.0027350000000000386,101325.0,489.8977725222628,0.7206580643755855
0.0027360000000000387,101325.0,489.9807244980499,0.720536059555155
0.002737000000000039,101325.0,490.06368677526524,0.7204140808941571
0.002738000000000039,101325.0,490.14665935416843,0.7202921283866186
0.002739000000000039,101325.0,490.2296422350186,0.7201702020265668
0.0027400000000000393,101325.0,490.31263541807454,0.7200483018080313
0.0027410000000000394,101325.0,490.39563890359466,0.7199264277250427
0.0027420000000000395,101325.0,490.4786526918371,0.7198045797716337
0.0027430000000000397,101325.0,490.5616767830597,0.719682757941838
0.00274400000000004,101325.0,490.6447111775197,0.719560962229691
0.00274500000000004,101325.0,490.72775587547426,0.7194391926292296
0.00274600000000004,101325.0,490.8108108771801,0.7193174491344922
0.00274700000000004,101325.0,490.8938761828935,0.7191957317395189
0.0027480000000000403,101325.0,490.9769517928706,0.7190740404383509
0.0027490000000000405,101325.0,491.060037707367,0.7189523752250312
0.0027500000000000406,101325.0,491.143133926638,0.7188307360936044
